n02122298,1414.0,"kitty, kitty-cat, puss, pussy, pussycat",-
n02122510,779.0,alley cat,-
n02122810,3.0,gib,-
n02124313,1717.0,"Abyssinian, Abyssinian cat",C
n02123785,445.0,blue point Siamese,C
n02124075,977.0,Egyptian cat,C
n02124157,1.0,"Maltese, Maltese cat",C
n02122878,1262.0,"tabby, queen",-
n02123478,1083.0,"Angora, Angora cat",C
n02124484,1189.0,"Manx, Manx cat",C
n02123394,1662.0,Persian cat,C
n02122725,1518.0,"tom, tomcat",-
n02123917,1169.0,Burmese cat,C
n02123597,1739.0,"Siamese cat, Siamese",C
n02123159,1424.0,tiger cat,-
n02122430,1207.0,mouser,-
n02121808,1831.0,"domestic cat, house cat, Felis domesticus, Felis catus",C
n02123045,1525.0,"tabby, tabby cat",-
n02123242,1442.0,"tortoiseshell, tortoiseshell-cat, calico cat",-
