n04557522,308,water bed
n02818832,1741,bed
n04213264,199,sickbed
n03956531,21,plank-bed
n04491638,898,"trundle bed, trundle, truckle bed, truckle"
n03225988,1345,double bed
n03388549,1346,four-poster
n02920259,1323,"bunk bed, bunk"
n04222210,1402,single bed
n04514648,296,"upper berth, upper"
n03723439,346,marriage bed
n03114504,653,"cot, camp bed"
n02831724,1231,"berth, bunk, built in bed"
n03115762,1362,couch
n03799876,887,Murphy bed
n03482252,1265,"hammock, sack"
n04503413,1307,twin bed
n03166600,1,deathbed
n02920083,1289,bunk
n03962852,1244,platform bed
n03540914,1301,hospital bed
n04236809,1317,sleigh bed
